URL;URLLength;Domain;DomainLength;IsDomainIP;TLD;URLSimilarityIndex;CharContinuationRate;TLDLegitimateProb;URLCharProb;TLDLength;NoOfSubDomain;HasObfuscation;NoOfObfuscatedChar;ObfuscationRatio;NoOfLettersInURL;LetterRatioInURL;NoOfDegitsInURL;DegitRatioInURL;NoOfEqualsInURL;NoOfQMarkInURL;NoOfAmpersandInURL;NoOfOtherSpecialCharsInURL;SpacialCharRatioInURL;IsHTTPS;LineOfCode;LargestLineLength;HasTitle;Title;DomainTitleMatchScore;URLTitleMatchScore;HasFavicon;Robots;IsResponsive;NoOfURLRedirect;NoOfSelfRedirect;HasDescription;NoOfPopup;NoOfiFrame;HasExternalFormSubmit;HasSocialNet;HasSubmitButton;HasHiddenFields;HasPasswordField;Bank;Pay;Crypto;HasCopyrightInfo;NoOfImage;NoOfCSS;NoOfJS;NoOfSelfRef;NoOfEmptyRef;NoOfExternalRef;label;Unnamed: 55;Unnamed: 56;Unnamed: 57;Unnamed: 58;Unnamed: 59;Unnamed: 60;Unnamed: 61
http://www.crawfishtx.com;24.0;www.crawfishtx.com;18.0;0.0;com;64.91969569;1.0;0.5229071;0.051562406;3.0;1.0;0.0;0.0;0.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.042;0.0;2.0;33.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
https://maildinshaakckjnw486.web.app/;37.0;maildinshaakckjnw486.web.app;28.0;0.0;app;36.68191414;0.875;0.001502;0.04149752;3.0;1.0;0.0;0.0;0.0;23.0;0.622;3.0;0.081;0.0;0.0;0.0;3.0;0.081;1.0;108.0;8125.0;1.0;maildinshaakckjnw486web;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;;;;;;;
https://www.closerscafe.com;26.0;www.closerscafe.com;19.0;0.0;com;100.0;1.0;0.5229071;0.070370381;3.0;1.0;0.0;0.0;0.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.038;1.0;4255.0;1816.0;1.0;closerscafe;100.0;100.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;7.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;29.0;15.0;15.0;106.0;0.0;113.0;1.0;;;;;;;
https://www.lfia.org;19.0;www.lfia.org;12.0;0.0;org;100.0;1.0;0.0799628;0.061152127;3.0;1.0;0.0;0.0;0.0;6.0;0.316;0.0;0.0;0.0;0.0;0.0;1.0;0.053;1.0;1222.0;9493.0;1.0;lfia;100.0;100.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;7.0;40.0;49.0;62.0;1.0;55.0;1.0;;;;;;;
http://www.malcolmi.cf;21.0;www.malcolmi.cf;15.0;0.0;cf;83.74655647;1.0;0.0001858;0.066891501;2.0;1.0;0.0;0.0;0.0;9.0;0.429;0.0;0.0;0.0;0.0;0.0;1.0;0.048;0.0;8.0;49.0;1.0;malolmi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
https://www.olmsteadrights.org;29.0;www.olmsteadrights.org;22.0;0.0;org;100.0;1.0;0.0799628;0.060718049;3.0;1.0;0.0;0.0;0.0;16.0;0.552;0.0;0.0;0.0;0.0;0.0;1.0;0.034;1.0;199.0;871.0;1.0;olmsteadrights;100.0;100.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;3.0;5.0;12.0;4.0;9.0;1.0;;;;;;;
https://f570eo.webwave.dev/;27.0;f570eo.webwave.dev;18.0;0.0;dev;44.24951267;0.785714286;0.0009613;0.041027587;3.0;1.0;0.0;0.0;0.0;13.0;0.481;3.0;0.111;0.0;0.0;0.0;3.0;0.111;1.0;46.0;138.0;1.0;f570eowebwave;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;2.0;0.0;;;;;;;
https://www.dionach.com;22.0;www.dionach.com;15.0;0.0;com;100.0;1.0;0.5229071;0.067418864;3.0;1.0;0.0;0.0;0.0;9.0;0.409;0.0;0.0;0.0;0.0;0.0;1.0;0.045;1.0;1163.0;26341.0;1.0;dionach;100.0;100.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;34.0;34.0;42.0;108.0;5.0;86.0;1.0;;;;;;;
https://www.kenst.com;20.0;www.kenst.com;13.0;0.0;com;100.0;1.0;0.5229071;0.064139556;3.0;1.0;0.0;0.0;0.0;7.0;0.35;0.0;0.0;0.0;0.0;0.0;1.0;0.05;1.0;1321.0;905.0;1.0;kenst;100.0;100.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;66.0;3.0;7.0;60.0;0.0;19.0;1.0;;;;;;;
https://35583f75-28fa-410b-b894-6890cbb0b3c1.id.repl.co;55.0;35583f75-28fa-410b-b894-6890cbb0b3c1.id.repl.co;47.0;0.0;co;28.56143274;0.227272727;0.0059772;0.02209438;2.0;2.0;0.0;0.0;0.0;18.0;0.327;22.0;0.4;0.0;0.0;0.0;7.0;0.127;1.0;198.0;869.0;1.0;35583f75-28fa-410b-b894-6890cbb0b3c1idrepl;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;;;;;;;
